id,offer_page_code,offer_title,vacants,type,to_apply,organization_id,specific_requirements,knowledge,salary,responsabilities,specific_location,city_id,end_date,url,current_date,active
444,480817,"Practicante de Archivística y Gestión Documental, Bibliotecología, Historia, Administración",1.0,PRE-PROFESIONAL,"Estudiante universitario o Estudiante de Instituto Técnico Superior a partir de los cuatro (04) últimos ciclos o de los dos (02) últimos años de estudios, respectivamente, de Archivística y/o Gestión Documental y/o Bibliotecología y/o Historia y/o Ciencias de la Información y/o Administración y/o Gestión y/o afines",58,,,1130.0,"Apoyar en la organización, clasificación, foliación, digitalización y archivo de los documentos de gestión y expedientes de supervisión de la Intendencia.
Apoyar en el registro en la base datos la información de expedientes de Supervisión de la Intendencia
Apoyar en el control y seguimiento de cargos de oficios y cartas de visita de supervisión y de remisión de informes a las IPRESS a nivel nacional.
Apoyar en el monitoreo y seguimiento de los expedientes de supervisión en cuanto a la remisión y/o préstamo de expedientes de supervisión al área legal y equipo de supervisión.
Apoyar en la organización, monitoreo, seguimiento y control de documentos digitalizados en las carpetas compartidas de la Intendencia, así como en el Sistema de Trámite Documentario
Apoyar con reportes de la Base de Datos de expedientes de supervisión y del sistema de trámite documentario cada vez que sea requerido.
Apoyar en otras actividades que le asigne la Intendencia.",Sede de la Superintendencia Nacional de Salud (SUSALUD),2,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-susalud-archivistica-gestion-documental-bibliotecologia-historia-abril-2025-480817.html,2025-04-05 08:00:38,0
445,480623,"Practicante de Ingeniería Eléctrica, Ingeniería Mecánica Eléctrica",1.0,PROFESIONAL,Egresado y/o Bachiller de la Carrera Universitaria de la Especialidad de Ingeniería Eléctrica o Ingeniería Mecánica Eléctrica,59,"Haber ocupado el tercio superior (constancia de tercio obligatorio)
Manejo de herramientas informáticas a nivel usuario (Word, Excel, PowerPoint, correo electrónico)
Manejo intermedio de Autocad, ArcGis (básico) Software de modelado Etap (básico).",,,"Apoyo en realizar el seguimiento en concordancia a la R.R.018 - 202-EM/DGE.
Apoyo en realizar el seguimiento de proyectos FBK.
Apoyo en impresión de planos GIS según formato.
Apoyo en el cumplimiento en seguimiento de solicitudes de ampliación de redes eléctricas.",Puno,7,2025-04-07,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-electro-puno-ingenieria-electrica-mecanica-abril-2025-480623.html,2025-04-05 08:00:39,0
446,480692,"Practicante de Comunicación, Ciencias de la Comunicación, Periodismo, Comunicación Audiovisual",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Comunicación o Ciencias de la Comunicación o Periodismo o Comunicación Audiovisual o Comunicación Institucional,57,,"Gestión de redes sociales.
Marketing digital.
Toma de fotografías y grabación en video.
Presentación de productos audiovisuales.",1130.0,"Apoyar en el registro fotográfico de las diferentes actividades institucionales.
Apoyar en el manejo de las redes sociales institucionales.
Apoyar en la presentación de los productos de comunicación.
Apoyar en la ejecución de otras actividades en materia de comunicación interna o externa.",Oficina de Comunicaciones.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-comunicacion-ciencias-periodismo-abril-2025-480692.html,2025-04-05 08:00:39,0
447,480691,"Practicante de Economía, Ingeniería Económica",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Economía o Ingeniería Económica,57,,"Educación universitaria en el Perú y el rol de la Sunedu.
Metodología de investigación.
Redacción Académica.",1130.0,"Apoyar en la sistematización de información para elaborar bases de datos de la Unidad.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con instituciones públicas o privadas para requerir información.
Colaborar en el análisis de la realidad universitaria, a través del uso de herramientas informáticas o marcos conceptuales.",Unidad de Gestión de la Información Universitaria,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-economia-ingenieria-economica-abril-2025-480691.html,2025-04-05 08:00:39,0
448,480683,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Derecho,57,,"Ley del procedimiento administrativo general
Régimen jurídico de la educación universitaria en el Perú.
Organización del estado.",1130.0,"Apoyar en el análisis legal sobre temas relacionados al registro de grados y títulos.
Apoyar en la elaboración de cartas, oficios, memorandos, ayuda memoria, entre otros documentos, relacionados al registro de grados y títulos nacionales.
Apoyar en la atención de consultas en materia administrativa y demás aspectos concernientes a la operatividad y cumplimiento de las funciones de la Unidad.
Apoyar en las actividades de coordinación con los órganos y unidades orgánicas de la entidad.",Unidad de Registro de Grados y Títulos.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-derecho-abril-2025-480683.html,2025-04-05 08:00:39,0
449,480693,"Practicante de Ingeniería de Sistemas, Ingeniería de Software, Ingeniería Informática",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Ingeniería de Sistemas o Ingeniería de Software o Ingeniería Informática o afines,57,,"Metodología de desarrollo de software.
Base de datos.
Algoritmos y/o Lenguaje de programación Net, Net core, Php, Java, otro.",1130.0,"Apoyar en la ejecución de pruebas funcionales de los sistemas de información desarrollados y/o modificados.
Apoyar en la ejecución de pruebas no funcionales y/ de seguridad.
Apoyar en la revisión y organización de la documentación de los proyectos de desarrollo de sistemas.
Apoyar en la elaboración de manuales y/o guías de usuario de los desarrollos y mantenimientos de los sistemas informáticos.",Unidad de Sistemas de Información y Transformación Digital.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-ingenieria-sistemas-software-informatica-abril-2025-480693.html,2025-04-05 08:00:39,0
450,480688,"Practicante de Administración, Ingeniería Industrial, Derecho",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Administración o Ingeniería Industrial o Derecho,57,,"Reglamento del reconocimiento de grados y/o títulos otorgados en el extranjero.
ROF de la Sunedu.",1130.0,"Apoyar en el seguimiento de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con los órganos de línea de la Sunedu en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la generación de los documentos elaborados en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.",Unidad de Reconocimiento de Grados y Títulos Extranjeros,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-administracion-ingenieria-industrial-derecho-abril-2025-480688.html,2025-04-05 08:00:40,0
451,480651,"Practicante de Derecho, Ciencias Políticas",1.0,PROFESIONAL,Egresado de la formación profesional de Derecho y Ciencias Políticas,54,,,1130.0,"Cumplir con diligenciar las disposiciones, obligaciones, normas y reglamentos de la entidad.
Redacción de documentos (Informes, Memorandos, opiniones legales, informes legales, etc.)
Otros que le asigne el jefe inmediato.",Oficina de Asesoría Jurídica,20,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-agraria-huancavelica-derecho-ciencias-politicas-abril-2025-480651.html,2025-04-05 08:00:40,0
452,481103,Practicante de Diseño Gráfico,1.0,PRE-PROFESIONAL,Cursando los últimos años de la carrera técnica de Diseño Gráfico,60,,,1130.0,"Apoyo en la elaboración de contenido visual (Banner, flyers, etc).
Apoyo en las sesiones fotográficas de los planes de trabajo de la unidad.
Apoyo en las actividades relacionadas a los planes de trabajo de la unidad.
Otras actividades asignadas por su jefe inmediato.","Unidad de Educación, Cultura y Deporte",5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-diseno-grafico-abril-2025-481103.html,2025-04-06 08:00:22,0
453,481146,Practicante de Derecho,1.0,PROFESIONAL,Egresado universitario de la carrera de Derecho,61,,"Ofimática básica.
Nivel básico de inglés.",1500.0,"Apoyar en la elaboración de memorándums, informes, escalafonarios que sean requeridos para la atención de la gestión de los recursos humanos.
Apoyar en la atención de las distintas papeletas presentadas por los trabajadores de la entidad.
Apoyar en la atención de requerimientos de información.
Apoyar en la elaboración y registro de contratos y adendas.
Apoyar en los procesos de selección y vinculación de personal.
Apoyar en las actividades de gestión de recursos humanos de la entidad.
Otras actividades señaladas por el/la Jefe (a) de Personal.",,2,2025-04-26,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-proinversion-derecho-abril-2025-481146.html,2025-04-06 08:00:22,0
454,481107,Practicante de Derecho,1.0,PRE-PROFESIONAL,Cursando el último año de la carrera profesional de Derecho,60,,,1130.0,"Redacción de informe, cartas, memorando.
Análisis de normativa de Gestión Municipal.
Apoyo en trámites Administrativos.
Otros encomendadas por el jefe inmediato relacionadas a la materia.",Gerencia de Secretaria General e Imagen Institucional,5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-derecho-abril-2025-481107.html,2025-04-06 08:00:22,0
455,481100,"Practicante de Administración, Ingeniería Industrial, Economía",1.0,PROFESIONAL,"Egresado de la carrera profesional de Administración, Ingeniería Industrial, Economía",23,,,1130.0,"Apoyo en el seguimiento de tareas encargadas a las diferentes Gerencias/Oficinas o áreas del SATT.
Apoyo en el seguimiento de Indicadores de Gestión.
Otras actividades en el ámbito de su competencia que le sean asignadas por el supervisor inmediato.",JR. BOLÍVAR N° 530 - 538 TRUJILLO - SEDE INSTITUCIONAL DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO,9,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sat-trujillo-administracion-ingenieria-industrial-economia-abril-2025-481100.html,2025-04-06 08:00:22,0
456,481115,"Practicante de Arquitectura, Ingeniería Civil",1.0,PROFESIONAL,"Egresado Universitario en la carrera de arquitectura, ingeniería civil o afines",60,,,1130.0,"Elaborar diseños en AutoCAD o programas similares.
Apoyo en las actualizaciones del sistema QR.
Apoyo administrativo.
Apoyo en la elaboración y diseño de planos para la SGTSV.
Apoyo en realizar visitas de inspección.
Otras actividades designadas por el jefe inmediato.",Sub Gerencia de Transportes y Seguridad Vial,5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-arquitectura-ingenieria-civil-abril-2025-481115.html,2025-04-06 08:00:22,0
457,481098,"Practicante de Arquitectura, Ingeniería Civil",1.0,PRE-PROFESIONAL,Estudiante como mínimo dos últimos años de estudios en las carreras universitarias en Arquitectura o Ingeniería Civil,62,,Conocimientos de Ofimática nivel básico.,1130.0,"Revisión, evaluación técnica y administrativa de los procedimientos establecidos en la normativa vigente referidos a constancia de posesión, compatibilidad de uso, certificado de numeración, certificado catastral, ficha catastral y demás procedimientos establecidos en el TUPA.
Realizar visitas e inspecciones técnicas, para atención de tramites de lo ameriten.",Sub Gerencia de Planeamiento Urbano y Catastro,5,2025-04-08,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-tacna-arquitectura-ingenieria-civil-abril-2025-481098.html,2025-04-06 08:00:22,0
458,481307,"Practicante de Ingeniería Ambiental, Biología",1.0,PROFESIONAL,"Egresado/a universitario/a de Ingeniería Ambiental, Biología o carreras afines",7,,"Derecho Administrativo y/o derecho ambiental
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,Sede de OEFA - Oficina de Enlace de Coracora,10,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-ingenieria-ambiental-biologia-abril-2025-481307.html,2025-04-08 08:00:36,0
459,481306,"Practicante de Ingeniería Informática, Ingeniería de Sistemas, Ingeniería Computación y Sistemas",1.0,PROFESIONAL,Egresado universitario de las carreras de Ingeniería Informática y/o Ingeniería de Sistemas y/o Ingeniería Computación y Sistemas y/o Ingeniería en Informática y Sistemas y/o Ciencias de la Computación y/o Ingeniería de Software,7,,"Gestión de Proyectos.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603-Jesus Maria",2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-ingenieria-informatica-sistemas-ciencias-computacion-abril-2025-481306.html,2025-04-08 08:00:37,0
460,481302,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a universitario/a de la carrera de Derecho,7,,"Derecho Administrativo y/o Derecho ambiental.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,Sede de OEFA - Oficina Desconcentrada de Ica,1,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-derecho-abril-2025-481302.html,2025-04-08 08:00:37,0
461,481297,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a universitario/a de la carrera de Derecho,7,,"Derecho Administrativo y/o Derecho ambiental.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603 - Jesús María",2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-derecho-abril-2025-481297.html,2025-04-08 08:00:37,0
462,481210,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante universitario a partir de los cuatro (04) últimos ciclos o de los dos (02) últimos años de estudios en Derecho,58,"Pertenecer al tercio superior (como mínimo), acreditado con documento del Centro de Estudios",,1130.0,"Apoyar en la remisión y organización de documentos solicitados por el despacho de la Oficina. General de Gestión de las Personas.
Apoyar en la elaboración de todo tipo de documentos requeridos solicitados por el despacho de la Oficina General de Gestión de las Personas.
Apoyar en la ejecución de actividades relacionadas a los Subsistemas de Gestión de Recursos Humanos.
Apoyar en otras actividades que el/la Director/a General le encomiende.",Sede de la Superintendencia Nacional de Salud (SUSALUD),2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-susalud-derecho-abril-2025-481210.html,2025-04-08 08:00:37,0
463,481212,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a de la carrera profesional universitario de Derecho,1,,"Derechos Humanos
Derecho Constitucional
Derecho Administrativo
Gestión Pública
Facultades y mandatos de la Defensoría del Pueblo.",1300.0,,Módulo Defensorial Satipo Dirección: Jr. Los Incas nº 620 - Satipo,16,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-defensoria-del-pueblo-derecho-abril-2025-481212.html,2025-04-08 08:00:37,0
464,481538,"Practicante de Derecho, Economía",1.0,PROFESIONAL,Egresados de la carrera universitaria de Derecho y Economía,63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Normativa sobre protección al consumidor.
Microsoft Office a nivel de usuario.",1400.0,,Calle Ricardo Palma N° 469 - Iquitos - Maynas - Loreto,15,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-economia-abril-2025-481538.html,2025-04-08 08:00:37,0
465,481533,"Practicante de Derecho, Administración",1.0,PROFESIONAL,Egresados de la carrera universitaria de Derecho o Administración,63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Conocimiento y habilidades para la atención de usuarios.
Conocimiento de la normativa relacionada sobre protección al consumidor y usuarios de los servicios públicos
Conocimiento de ofimática (Word, Excel, Power Point), a nivel usuario.",1400.0,,Jr. Crespo y Castillo N° 778 - Huánuco - Huánuco - Huánuco,4,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-administracion-abril-2025-481533.html,2025-04-08 08:00:38,0
466,481531,"Practicante de Derecho, Administración",1.0,PROFESIONAL,Egresados de la carrera universitaria de Derecho o Administración,63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Conocimiento y habilidades para la atención de usuarios.
Conocimiento de las funciones del OSIPTEL y de la normativa relacionada a la protección de consumidores y usuarios de los servicios públicos de telecomunicaciones.",1400.0,,"Calle Jazmines L-14, Urb. San Isidro - Ica - Ica - Ica",1,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-administracion-abril-2025-481531.html,2025-04-08 08:00:38,0
467,481299,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a universitario/a de la carrera de Derecho,7,,"Derecho Administrativo y/o Derecho ambiental.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603 - Jesús María",2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-derecho-abril-2025-481299.html,2025-04-08 08:00:38,0
468,481312,"Practicante de Ingeniería Civil, Arquitectura, Ingeniería Ambiental",1.0,PROFESIONAL,Egresado en Ingeniería Civil y/o Arquitectura y/o Ingeniería Ambiental,64,,,1130.0,"Supervisión de actividades - Apoyar en la inspección y control de las diferentes tareas en obra, asegurándose de que se cumplan los planos, especificaciones técnicas y normas de seguridad.
Elaboración de reportes - Registrar avances diarios, incidencias y recursos utilizados en la obra para llevar un control adecuado del proyecto.
Control de materiales - Verificar el almacenamiento, uso y cantidad de materiales en obra, asegurando que haya suficiente stock y evitando desperdicios.
Levantamiento de información - Tomar medidas, registrar datos de campo y elaborar croquis para actualizar planos o reportes técnicos.
Apoyo en seguridad y salud en el trabajo - Asegurar que los trabajadores cumplan con las normas de seguridad, usen los equipos de protección personal (EPP) y reportar cualquier riesgo o incidente.","Oficina de Supervisión y Monitoreo - Supervisión de Obras: ""Remodelación de Obras de Arte; en el (la) Canal Cano Salado en el Sector Hidráulico Mayor Alto Locumba clase A"" - Meta 00001424",5,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-proyecto-especial-tacna-ingenieria-civil-arquitectura-ambiental-abril-2025-481312.html,2025-04-08 08:00:38,0
469,481534,Practicante de Derecho,1.0,PROFESIONAL,Egresados de la carrera universitaria de Derecho,63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Normativa sobre protección al consumidor.
Microsoft Office a nivel usuario.
Orientación al servicio.",1400.0,,"Av. Andrés Zevallos De La Puente 2266, Urb. San Roque - Cajamarca - Cajamarca",13,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-abril-2025-481534.html,2025-04-08 08:00:38,0
470,481532,"Practicante de Derecho, Ciencias de la Comunicación",1.0,PROFESIONAL,Egresados de la carrera universitaria de Derecho o Ciencias de la Comunicación,63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Normativa sobre protección al consumidor.
Microsoft Office a nivel de usuario.",1400.0,,Av. Francisco Bolognesi 488 - Chimbote - Santa - Ancash,11,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-ciencias-comunicacion-abril-2025-481532.html,2025-04-08 08:00:39,0
471,481539,"Practicante de Derecho, Administración, Contabilidad",1.0,PROFESIONAL,"Egresados de la carrera universitaria de Derecho, Administración o Contabilidad",63,Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.,"Normativa sobre protección al consumidor.
Microsoft Office a nivel de usuario.",1400.0,,Malecón Grau 116 - Requena - Loreto (Al interior de la Sub Gerencia de Requena) - Requena - Requena - Loreto.,15,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-administracion-contabilidad-abril-2025-481539.html,2025-04-08 08:00:39,0
472,481308,"Practicante de Administración, Contabilidad, Economía",1.0,PRE-PROFESIONAL,"Estudiante universitario de la carrera de Administración, Contabilidad, Economía o afines por la formación",7,,"Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1130.0,,Sede de OEFA - Oficina Desconcentrada de Piura,8,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-administracion-contabilidad-economia-abril-2025-481308.html,2025-04-08 08:00:39,0
473,481301,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a universitario/a de la carrera de Derecho,7,,"Derecho Administrativo y/o Derecho ambiental.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603 - Jesús María",2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-derecho-abril-2025-481301.html,2025-04-08 08:00:39,0
474,481310,"Practicante de Administración, Economía, Derecho, Ciencias de la Comunicación",6.0,PROFESIONAL,"Egresado de la carrera universitaria de Administración, Economía, Derecho, Ciencias de la Comunicación y/o carreras afines",39,,,1130.0,"Apoyar en la elaboración de documentos de respuesta a los ciudadanos respecto a solicitudes formuladas
Apoyar en la coordinación dre atención de solicitudes a las áreas internas o entidades externas al SAT sobre la información requerida por los administrados y/o entidades públicas y privadas
Apoyar en el registro y actualización de la información en los sistemas de acuerdo a la materia asignada.
Apoyar en la elaboración de los proyectos de resoluciones e informes a través de los cuales se emitirá pronunciamiento a nombre del SAT
Apoyar en la atención a las consultas presenciales o no presenciales de los ciudadanos.
Apoyar en el archivamiento de documentación.
Realizar otras actividades, relacionadas a su ámbito de acción que le sean encomendadas por el Especialista de Atención y/o el Subgerente de Orientación y Registro.",Jr. Camaná 370 - Cercado de Lima y/o agencias.,2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sat-lima-administracion-economia-derecho-ciencias-comunicacion-abril-2025-481310.html,2025-04-08 08:00:39,0
475,481313,"Practicante de Ingeniería Civil, Arquitectura, Ingeniería Ambiental",1.0,PROFESIONAL,Egresado en Ingeniería Civil y/o Arquitectura y/o Ingeniería Ambiental,64,,,1130.0,"Supervisión de actividades - Apoyar en la inspección y control de las diferentes tareas en obra, asegurándose de que se cumplan los planos, especificaciones técnicas y normas de seguridad.
Elaboración de reportes - Registrar avances diarios, incidencias y recursos utilizados en la obra para llevar un control adecuado del proyecto.
Control de materiales - Verificar el almacenamiento, uso y cantidad de materiales en obra, asegurando que haya suficiente stock y evitando desperdicios.
Levantamiento de información - Tomar medidas, registrar datos de campo y elaborar croquis para actualizar planos o reportes técnicos.
Apoyo en seguridad y salud en el trabajo - Asegurar que los trabajadores cumplan con las normas de seguridad, usen los equipos de protección personal (EPP) y reportar cualquier riesgo o incidente.","Oficina de Supervisión y Monitoreo - Supervisión de Obras: ""Reparación de canal de riego; en el (la) canal Patapujo en el tramo (km 46+362 al km 48+826) Graderías, del Sector Hidráulico Mayor Uchusuma",5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-proyecto-especial-tacna-ingenieria-civil-arquitectura-ambiental-abril-2025-481313.html,2025-04-08 08:00:40,0
476,481288,"Practicante de Ingeniería Ambiental,Ingeniería Ambiental y Recursos Naturales, Ingeniería Química",1.0,PROFESIONAL,"Egresado/a universitario/a de la carrera de Ingeniería Ambiental,Ingeniería Ambiental y Recursos Naturales, Ingeniería en Gestión Ambiental, Ingeniería de Petróleo y Gas Natural, Ingeniería Química y Biología o carreras afines a la formación",7,,"Fiscalización ambiental y/o gestión ambiental.
Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1356.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603 - Jesús María",2,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-ingenieria-ambiental-recursos-naturales-biologia-abril-2025-481288.html,2025-04-08 08:00:40,0
477,481537,"Practicante de Derecho, Economía, Administración",1.0,PROFESIONAL,"Egresados de la carrera universitaria de Derecho, Economía y Administración Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.",63,,"Conocimiento y habilidades para la atención de usuarios.
Conocimiento de las funciones del OSIPTEL y de la normativa relacionada y a la atención usuarios a los servicios públicos de telecomunicaciones.
Dominio de ofimática (Word, Excel, Power Point), nivel usuario",1400.0,,Calle Colón N°150 - Plaza de Armas de HuachoHuaura - Lima (Al interior de la Municipalidad Provincial de Huaura).,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-economia-administracion-abril-2025-481537.html,2025-04-08 08:00:40,0
478,481536,"Practicante de Derecho, Ciencias Políticas, Ingeniería de Sistemas, Administración",1.0,PROFESIONAL,"Egresados de la carrera universitaria de Derecho, Ciencia Política, Administración o Ingeniería de Sistemas Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.",63,,"Normativa sobre protección al consumidor.
Microsoft Office a nivel usuario.",1400.0,,Av. Andrés Avelino Cáceres N° 209 - Abancay - Abancay -Apurímac,21,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-ciencias-politicas-ingenieria-sistemas-administracion-abril-2025-481536.html,2025-04-08 08:00:40,0
479,481342,"Practicante de Ing. de Sistemas, Ing. de Sistemas de Información, Ing. Informática, Ing. de Software",1.0,PRE-PROFESIONAL,"Estudiante Universitaria/o de las carreras de Ingeniería de Sistemas, Ingeniería de Sistemas de Información, Ingeniería Informática, Ingeniería de Sistemas e Informática, Ingeniería de Software, Ingeniería de Sistemas y Cómputo, Ingeniería de Computación y Sistemas, Ingeniería de Sistemas Computacionales, Ciencias de la Computación, Computación, Informática y/o afines a la carrera",51,,,1130.0,"Apoyar en el análisis y diseño técnico de los sistemas del OSCE, según se le designe.
Apoyar en el desarrollo de scripts SQL y/o código fuente de los sistemas del OSCE, según se le designe.
Apoyar en la elaboración de documentación técnica de los sistemas del OSCE, según se le designe
Otras actividades que le designe la/el jefa/e de la Unidad de Gestión de Desarrollo de Software.",Unidad de GestiÛn de Desarrollo de Software,2,2025-04-24,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osce-ing-sistemas-informacion-informatica-abril-2025-481342.html,2025-04-08 08:00:40,0
480,481535,"Practicante de Derecho, Ciencias Políticas, Economía, Administración",2.0,PROFESIONAL,"Egresados de la carrera universitaria de Derecho y Ciencias Políticas, Economía y Administración Es indispensable no superar la condición de egresado universitario de los veinticuatro (24) últimos meses y no haber obtenido título profesional.",63,,"Normativa sobre protección al consumidor.
Microsoft Office a nivel usuario.",1400.0,,Jr. Virrey Toledo Oeste Nº 315 - Plaza de Armas - Huancavelica -Huancavelica,20,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-osiptel-derecho-ciencias-politicas-economia-administracion-abril-2025-481535.html,2025-04-08 08:00:40,0
