,id_c,offer_page_code,offer_title,vacants,type,to_apply,organization_id,specific_requirements,knowledge,salary,responsabilities,specific_location,city_id,end_date,url,current_date_e,active,offer_id,career_id,current_date_a,id_d,name_e,current_date_b,id_g,name_f,current_date_f,id_h,name,current_date
838,444,480817,"Practicante de Archivística y Gestión Documental, Bibliotecología, Historia, Administración",1.0,PRE-PROFESIONAL,"Estudiante universitario o Estudiante de Instituto Técnico Superior a partir de los cuatro (04) últimos ciclos o de los dos (02) últimos años de estudios, respectivamente, de Archivística y/o Gestión Documental y/o Bibliotecología y/o Historia y/o Ciencias de la Información y/o Administración y/o Gestión y/o afines",58,,,1130.0,"Apoyar en la organización, clasificación, foliación, digitalización y archivo de los documentos de gestión y expedientes de supervisión de la Intendencia.
Apoyar en el registro en la base datos la información de expedientes de Supervisión de la Intendencia
Apoyar en el control y seguimiento de cargos de oficios y cartas de visita de supervisión y de remisión de informes a las IPRESS a nivel nacional.
Apoyar en el monitoreo y seguimiento de los expedientes de supervisión en cuanto a la remisión y/o préstamo de expedientes de supervisión al área legal y equipo de supervisión.
Apoyar en la organización, monitoreo, seguimiento y control de documentos digitalizados en las carpetas compartidas de la Intendencia, así como en el Sistema de Trámite Documentario
Apoyar con reportes de la Base de Datos de expedientes de supervisión y del sistema de trámite documentario cada vez que sea requerido.
Apoyar en otras actividades que le asigne la Intendencia.",Sede de la Superintendencia Nacional de Salud (SUSALUD),2,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-susalud-archivistica-gestion-documental-bibliotecologia-historia-abril-2025-480817.html,2025-04-05 08:00:38,0,444,307,2025-04-05 08:00:38,307,GESTIÓN,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,58,SUSALUD,2025-04-05 08:00:38
839,444,480817,"Practicante de Archivística y Gestión Documental, Bibliotecología, Historia, Administración",1.0,PRE-PROFESIONAL,"Estudiante universitario o Estudiante de Instituto Técnico Superior a partir de los cuatro (04) últimos ciclos o de los dos (02) últimos años de estudios, respectivamente, de Archivística y/o Gestión Documental y/o Bibliotecología y/o Historia y/o Ciencias de la Información y/o Administración y/o Gestión y/o afines",58,,,1130.0,"Apoyar en la organización, clasificación, foliación, digitalización y archivo de los documentos de gestión y expedientes de supervisión de la Intendencia.
Apoyar en el registro en la base datos la información de expedientes de Supervisión de la Intendencia
Apoyar en el control y seguimiento de cargos de oficios y cartas de visita de supervisión y de remisión de informes a las IPRESS a nivel nacional.
Apoyar en el monitoreo y seguimiento de los expedientes de supervisión en cuanto a la remisión y/o préstamo de expedientes de supervisión al área legal y equipo de supervisión.
Apoyar en la organización, monitoreo, seguimiento y control de documentos digitalizados en las carpetas compartidas de la Intendencia, así como en el Sistema de Trámite Documentario
Apoyar con reportes de la Base de Datos de expedientes de supervisión y del sistema de trámite documentario cada vez que sea requerido.
Apoyar en otras actividades que le asigne la Intendencia.",Sede de la Superintendencia Nacional de Salud (SUSALUD),2,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-susalud-archivistica-gestion-documental-bibliotecologia-historia-abril-2025-480817.html,2025-04-05 08:00:38,0,444,25,2025-04-05 08:00:38,25,HISTORIA,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,58,SUSALUD,2025-04-05 08:00:38
840,445,480623,"Practicante de Ingeniería Eléctrica, Ingeniería Mecánica Eléctrica",1.0,PROFESIONAL,Egresado y/o Bachiller de la Carrera Universitaria de la Especialidad de Ingeniería Eléctrica o Ingeniería Mecánica Eléctrica,59,"Haber ocupado el tercio superior (constancia de tercio obligatorio)
Manejo de herramientas informáticas a nivel usuario (Word, Excel, PowerPoint, correo electrónico)
Manejo intermedio de Autocad, ArcGis (básico) Software de modelado Etap (básico).",,,"Apoyo en realizar el seguimiento en concordancia a la R.R.018 - 202-EM/DGE.
Apoyo en realizar el seguimiento de proyectos FBK.
Apoyo en impresión de planos GIS según formato.
Apoyo en el cumplimiento en seguimiento de solicitudes de ampliación de redes eléctricas.",Puno,7,2025-04-07,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-electro-puno-ingenieria-electrica-mecanica-abril-2025-480623.html,2025-04-05 08:00:39,0,445,113,2025-04-05 08:00:39,113,INGENIERÍA ELÉCTRICA,2025-03-31 06:52:27,7,PUNO,2025-03-31 07:05:54,59,ELECTRO PUNO,2025-04-05 08:00:39
841,445,480623,"Practicante de Ingeniería Eléctrica, Ingeniería Mecánica Eléctrica",1.0,PROFESIONAL,Egresado y/o Bachiller de la Carrera Universitaria de la Especialidad de Ingeniería Eléctrica o Ingeniería Mecánica Eléctrica,59,"Haber ocupado el tercio superior (constancia de tercio obligatorio)
Manejo de herramientas informáticas a nivel usuario (Word, Excel, PowerPoint, correo electrónico)
Manejo intermedio de Autocad, ArcGis (básico) Software de modelado Etap (básico).",,,"Apoyo en realizar el seguimiento en concordancia a la R.R.018 - 202-EM/DGE.
Apoyo en realizar el seguimiento de proyectos FBK.
Apoyo en impresión de planos GIS según formato.
Apoyo en el cumplimiento en seguimiento de solicitudes de ampliación de redes eléctricas.",Puno,7,2025-04-07,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-electro-puno-ingenieria-electrica-mecanica-abril-2025-480623.html,2025-04-05 08:00:39,0,445,90,2025-04-05 08:00:39,90,INGENIERÍA MECÁNICA ELÉCTRICA,2025-03-31 06:52:27,7,PUNO,2025-03-31 07:05:54,59,ELECTRO PUNO,2025-04-05 08:00:39
842,446,480692,"Practicante de Comunicación, Ciencias de la Comunicación, Periodismo, Comunicación Audiovisual",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Comunicación o Ciencias de la Comunicación o Periodismo o Comunicación Audiovisual o Comunicación Institucional,57,,"Gestión de redes sociales.
Marketing digital.
Toma de fotografías y grabación en video.
Presentación de productos audiovisuales.",1130.0,"Apoyar en el registro fotográfico de las diferentes actividades institucionales.
Apoyar en el manejo de las redes sociales institucionales.
Apoyar en la presentación de los productos de comunicación.
Apoyar en la ejecución de otras actividades en materia de comunicación interna o externa.",Oficina de Comunicaciones.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-comunicacion-ciencias-periodismo-abril-2025-480692.html,2025-04-05 08:00:39,0,446,122,2025-04-05 08:00:39,122,CIENCIAS DE LA COMUNICACIÓN,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
843,446,480692,"Practicante de Comunicación, Ciencias de la Comunicación, Periodismo, Comunicación Audiovisual",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Comunicación o Ciencias de la Comunicación o Periodismo o Comunicación Audiovisual o Comunicación Institucional,57,,"Gestión de redes sociales.
Marketing digital.
Toma de fotografías y grabación en video.
Presentación de productos audiovisuales.",1130.0,"Apoyar en el registro fotográfico de las diferentes actividades institucionales.
Apoyar en el manejo de las redes sociales institucionales.
Apoyar en la presentación de los productos de comunicación.
Apoyar en la ejecución de otras actividades en materia de comunicación interna o externa.",Oficina de Comunicaciones.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-comunicacion-ciencias-periodismo-abril-2025-480692.html,2025-04-05 08:00:39,0,446,540,2025-04-05 08:00:39,540,COMUNICACIÓN,2025-03-31 17:39:45,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
844,446,480692,"Practicante de Comunicación, Ciencias de la Comunicación, Periodismo, Comunicación Audiovisual",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Comunicación o Ciencias de la Comunicación o Periodismo o Comunicación Audiovisual o Comunicación Institucional,57,,"Gestión de redes sociales.
Marketing digital.
Toma de fotografías y grabación en video.
Presentación de productos audiovisuales.",1130.0,"Apoyar en el registro fotográfico de las diferentes actividades institucionales.
Apoyar en el manejo de las redes sociales institucionales.
Apoyar en la presentación de los productos de comunicación.
Apoyar en la ejecución de otras actividades en materia de comunicación interna o externa.",Oficina de Comunicaciones.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-comunicacion-ciencias-periodismo-abril-2025-480692.html,2025-04-05 08:00:39,0,446,499,2025-04-05 08:00:39,499,COMUNICACIÓN AUDIOVISUAL,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
845,446,480692,"Practicante de Comunicación, Ciencias de la Comunicación, Periodismo, Comunicación Audiovisual",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Comunicación o Ciencias de la Comunicación o Periodismo o Comunicación Audiovisual o Comunicación Institucional,57,,"Gestión de redes sociales.
Marketing digital.
Toma de fotografías y grabación en video.
Presentación de productos audiovisuales.",1130.0,"Apoyar en el registro fotográfico de las diferentes actividades institucionales.
Apoyar en el manejo de las redes sociales institucionales.
Apoyar en la presentación de los productos de comunicación.
Apoyar en la ejecución de otras actividades en materia de comunicación interna o externa.",Oficina de Comunicaciones.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-comunicacion-ciencias-periodismo-abril-2025-480692.html,2025-04-05 08:00:39,0,446,200,2025-04-05 08:00:39,200,PERIODISMO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
846,447,480691,"Practicante de Economía, Ingeniería Económica",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Economía o Ingeniería Económica,57,,"Educación universitaria en el Perú y el rol de la Sunedu.
Metodología de investigación.
Redacción Académica.",1130.0,"Apoyar en la sistematización de información para elaborar bases de datos de la Unidad.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con instituciones públicas o privadas para requerir información.
Colaborar en el análisis de la realidad universitaria, a través del uso de herramientas informáticas o marcos conceptuales.",Unidad de Gestión de la Información Universitaria,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-economia-ingenieria-economica-abril-2025-480691.html,2025-04-05 08:00:39,0,447,252,2025-04-05 08:00:39,252,ECONOMÍA,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
847,447,480691,"Practicante de Economía, Ingeniería Económica",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Economía o Ingeniería Económica,57,,"Educación universitaria en el Perú y el rol de la Sunedu.
Metodología de investigación.
Redacción Académica.",1130.0,"Apoyar en la sistematización de información para elaborar bases de datos de la Unidad.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con instituciones públicas o privadas para requerir información.
Colaborar en el análisis de la realidad universitaria, a través del uso de herramientas informáticas o marcos conceptuales.",Unidad de Gestión de la Información Universitaria,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-economia-ingenieria-economica-abril-2025-480691.html,2025-04-05 08:00:39,0,447,385,2025-04-05 08:00:39,385,INGENIERÍA ECONÓMICA,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
848,448,480683,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Derecho,57,,"Ley del procedimiento administrativo general
Régimen jurídico de la educación universitaria en el Perú.
Organización del estado.",1130.0,"Apoyar en el análisis legal sobre temas relacionados al registro de grados y títulos.
Apoyar en la elaboración de cartas, oficios, memorandos, ayuda memoria, entre otros documentos, relacionados al registro de grados y títulos nacionales.
Apoyar en la atención de consultas en materia administrativa y demás aspectos concernientes a la operatividad y cumplimiento de las funciones de la Unidad.
Apoyar en las actividades de coordinación con los órganos y unidades orgánicas de la entidad.",Unidad de Registro de Grados y Títulos.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-derecho-abril-2025-480683.html,2025-04-05 08:00:39,0,448,240,2025-04-05 08:00:39,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
849,449,480693,"Practicante de Ingeniería de Sistemas, Ingeniería de Software, Ingeniería Informática",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Ingeniería de Sistemas o Ingeniería de Software o Ingeniería Informática o afines,57,,"Metodología de desarrollo de software.
Base de datos.
Algoritmos y/o Lenguaje de programación Net, Net core, Php, Java, otro.",1130.0,"Apoyar en la ejecución de pruebas funcionales de los sistemas de información desarrollados y/o modificados.
Apoyar en la ejecución de pruebas no funcionales y/ de seguridad.
Apoyar en la revisión y organización de la documentación de los proyectos de desarrollo de sistemas.
Apoyar en la elaboración de manuales y/o guías de usuario de los desarrollos y mantenimientos de los sistemas informáticos.",Unidad de Sistemas de Información y Transformación Digital.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-ingenieria-sistemas-software-informatica-abril-2025-480693.html,2025-04-05 08:00:39,0,449,124,2025-04-05 08:00:39,124,INGENIERÍA DE SISTEMAS,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
850,449,480693,"Practicante de Ingeniería de Sistemas, Ingeniería de Software, Ingeniería Informática",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Ingeniería de Sistemas o Ingeniería de Software o Ingeniería Informática o afines,57,,"Metodología de desarrollo de software.
Base de datos.
Algoritmos y/o Lenguaje de programación Net, Net core, Php, Java, otro.",1130.0,"Apoyar en la ejecución de pruebas funcionales de los sistemas de información desarrollados y/o modificados.
Apoyar en la ejecución de pruebas no funcionales y/ de seguridad.
Apoyar en la revisión y organización de la documentación de los proyectos de desarrollo de sistemas.
Apoyar en la elaboración de manuales y/o guías de usuario de los desarrollos y mantenimientos de los sistemas informáticos.",Unidad de Sistemas de Información y Transformación Digital.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-ingenieria-sistemas-software-informatica-abril-2025-480693.html,2025-04-05 08:00:39,0,449,443,2025-04-05 08:00:39,443,INGENIERÍA DE SOFTWARE,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
851,449,480693,"Practicante de Ingeniería de Sistemas, Ingeniería de Software, Ingeniería Informática",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 7mo ciclo de Ingeniería de Sistemas o Ingeniería de Software o Ingeniería Informática o afines,57,,"Metodología de desarrollo de software.
Base de datos.
Algoritmos y/o Lenguaje de programación Net, Net core, Php, Java, otro.",1130.0,"Apoyar en la ejecución de pruebas funcionales de los sistemas de información desarrollados y/o modificados.
Apoyar en la ejecución de pruebas no funcionales y/ de seguridad.
Apoyar en la revisión y organización de la documentación de los proyectos de desarrollo de sistemas.
Apoyar en la elaboración de manuales y/o guías de usuario de los desarrollos y mantenimientos de los sistemas informáticos.",Unidad de Sistemas de Información y Transformación Digital.,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-ingenieria-sistemas-software-informatica-abril-2025-480693.html,2025-04-05 08:00:39,0,449,457,2025-04-05 08:00:39,457,INGENIERÍA INFORMÁTICA,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
852,450,480688,"Practicante de Administración, Ingeniería Industrial, Derecho",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Administración o Ingeniería Industrial o Derecho,57,,"Reglamento del reconocimiento de grados y/o títulos otorgados en el extranjero.
ROF de la Sunedu.",1130.0,"Apoyar en el seguimiento de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con los órganos de línea de la Sunedu en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la generación de los documentos elaborados en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.",Unidad de Reconocimiento de Grados y Títulos Extranjeros,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-administracion-ingenieria-industrial-derecho-abril-2025-480688.html,2025-04-05 08:00:40,0,450,429,2025-04-05 08:00:40,429,ADMINISTRACIÓN,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
853,450,480688,"Practicante de Administración, Ingeniería Industrial, Derecho",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Administración o Ingeniería Industrial o Derecho,57,,"Reglamento del reconocimiento de grados y/o títulos otorgados en el extranjero.
ROF de la Sunedu.",1130.0,"Apoyar en el seguimiento de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con los órganos de línea de la Sunedu en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la generación de los documentos elaborados en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.",Unidad de Reconocimiento de Grados y Títulos Extranjeros,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-administracion-ingenieria-industrial-derecho-abril-2025-480688.html,2025-04-05 08:00:40,0,450,240,2025-04-05 08:00:40,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
854,450,480688,"Practicante de Administración, Ingeniería Industrial, Derecho",1.0,PRE-PROFESIONAL,Estudiante universitario a partir del 8vo ciclo de Administración o Ingeniería Industrial o Derecho,57,,"Reglamento del reconocimiento de grados y/o títulos otorgados en el extranjero.
ROF de la Sunedu.",1130.0,"Apoyar en el seguimiento de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la atención de las consultas de grados y títulos del extranjeros ingresadas por los ciudadanos.
Apoyar en las acciones de coordinación con los órganos de línea de la Sunedu en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.
Apoyar en la generación de los documentos elaborados en el marco de la atención de las solicitudes de reconocimiento de grados y títulos extranjeros.",Unidad de Reconocimiento de Grados y Títulos Extranjeros,2,2025-04-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunedu-administracion-ingenieria-industrial-derecho-abril-2025-480688.html,2025-04-05 08:00:40,0,450,204,2025-04-05 08:00:40,204,INGENIERÍA INDUSTRIAL,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,57,SUNEDU,2025-04-05 08:00:37
855,451,480651,"Practicante de Derecho, Ciencias Políticas",1.0,PROFESIONAL,Egresado de la formación profesional de Derecho y Ciencias Políticas,54,,,1130.0,"Cumplir con diligenciar las disposiciones, obligaciones, normas y reglamentos de la entidad.
Redacción de documentos (Informes, Memorandos, opiniones legales, informes legales, etc.)
Otros que le asigne el jefe inmediato.",Oficina de Asesoría Jurídica,20,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-agraria-huancavelica-derecho-ciencias-politicas-abril-2025-480651.html,2025-04-05 08:00:40,0,451,240,2025-04-05 08:00:40,240,DERECHO,2025-03-31 06:52:27,20,HUANCAVELICA,2025-04-03 08:00:37,54,DIRECCIÓN AGRARIA HUANCAVELICA,2025-04-05 08:00:36
856,452,481103,Practicante de Diseño Gráfico,1.0,PRE-PROFESIONAL,Cursando los últimos años de la carrera técnica de Diseño Gráfico,60,,,1130.0,"Apoyo en la elaboración de contenido visual (Banner, flyers, etc).
Apoyo en las sesiones fotográficas de los planes de trabajo de la unidad.
Apoyo en las actividades relacionadas a los planes de trabajo de la unidad.
Otras actividades asignadas por su jefe inmediato.","Unidad de Educación, Cultura y Deporte",5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-diseno-grafico-abril-2025-481103.html,2025-04-06 08:00:22,0,452,133,2025-04-06 08:00:22,133,DISEÑO GRÁFICO,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,60,MUNICIPALIDAD ALBARRACÍN,2025-04-06 08:00:21
857,453,481146,Practicante de Derecho,1.0,PROFESIONAL,Egresado universitario de la carrera de Derecho,61,,"Ofimática básica.
Nivel básico de inglés.",1500.0,"Apoyar en la elaboración de memorándums, informes, escalafonarios que sean requeridos para la atención de la gestión de los recursos humanos.
Apoyar en la atención de las distintas papeletas presentadas por los trabajadores de la entidad.
Apoyar en la atención de requerimientos de información.
Apoyar en la elaboración y registro de contratos y adendas.
Apoyar en los procesos de selección y vinculación de personal.
Apoyar en las actividades de gestión de recursos humanos de la entidad.
Otras actividades señaladas por el/la Jefe (a) de Personal.",,2,2025-04-26,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-proinversion-derecho-abril-2025-481146.html,2025-04-06 08:00:22,0,453,240,2025-04-06 08:00:22,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,61,PROINVERSIÓN,2025-04-06 08:00:22
858,454,481107,Practicante de Derecho,1.0,PRE-PROFESIONAL,Cursando el último año de la carrera profesional de Derecho,60,,,1130.0,"Redacción de informe, cartas, memorando.
Análisis de normativa de Gestión Municipal.
Apoyo en trámites Administrativos.
Otros encomendadas por el jefe inmediato relacionadas a la materia.",Gerencia de Secretaria General e Imagen Institucional,5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-derecho-abril-2025-481107.html,2025-04-06 08:00:22,0,454,240,2025-04-06 08:00:22,240,DERECHO,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,60,MUNICIPALIDAD ALBARRACÍN,2025-04-06 08:00:21
859,455,481100,"Practicante de Administración, Ingeniería Industrial, Economía",1.0,PROFESIONAL,"Egresado de la carrera profesional de Administración, Ingeniería Industrial, Economía",23,,,1130.0,"Apoyo en el seguimiento de tareas encargadas a las diferentes Gerencias/Oficinas o áreas del SATT.
Apoyo en el seguimiento de Indicadores de Gestión.
Otras actividades en el ámbito de su competencia que le sean asignadas por el supervisor inmediato.",JR. BOLÍVAR N° 530 - 538 TRUJILLO - SEDE INSTITUCIONAL DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO,9,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sat-trujillo-administracion-ingenieria-industrial-economia-abril-2025-481100.html,2025-04-06 08:00:22,0,455,429,2025-04-06 08:00:22,429,ADMINISTRACIÓN,2025-03-31 06:52:27,9,LA LIBERTAD,2025-03-31 07:06:22,23,SAT TRUJILLO,2025-03-31 17:20:39
860,455,481100,"Practicante de Administración, Ingeniería Industrial, Economía",1.0,PROFESIONAL,"Egresado de la carrera profesional de Administración, Ingeniería Industrial, Economía",23,,,1130.0,"Apoyo en el seguimiento de tareas encargadas a las diferentes Gerencias/Oficinas o áreas del SATT.
Apoyo en el seguimiento de Indicadores de Gestión.
Otras actividades en el ámbito de su competencia que le sean asignadas por el supervisor inmediato.",JR. BOLÍVAR N° 530 - 538 TRUJILLO - SEDE INSTITUCIONAL DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO,9,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sat-trujillo-administracion-ingenieria-industrial-economia-abril-2025-481100.html,2025-04-06 08:00:22,0,455,252,2025-04-06 08:00:22,252,ECONOMÍA,2025-03-31 06:52:27,9,LA LIBERTAD,2025-03-31 07:06:22,23,SAT TRUJILLO,2025-03-31 17:20:39
861,455,481100,"Practicante de Administración, Ingeniería Industrial, Economía",1.0,PROFESIONAL,"Egresado de la carrera profesional de Administración, Ingeniería Industrial, Economía",23,,,1130.0,"Apoyo en el seguimiento de tareas encargadas a las diferentes Gerencias/Oficinas o áreas del SATT.
Apoyo en el seguimiento de Indicadores de Gestión.
Otras actividades en el ámbito de su competencia que le sean asignadas por el supervisor inmediato.",JR. BOLÍVAR N° 530 - 538 TRUJILLO - SEDE INSTITUCIONAL DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO,9,2025-04-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sat-trujillo-administracion-ingenieria-industrial-economia-abril-2025-481100.html,2025-04-06 08:00:22,0,455,204,2025-04-06 08:00:22,204,INGENIERÍA INDUSTRIAL,2025-03-31 06:52:27,9,LA LIBERTAD,2025-03-31 07:06:22,23,SAT TRUJILLO,2025-03-31 17:20:39
862,456,481115,"Practicante de Arquitectura, Ingeniería Civil",1.0,PROFESIONAL,"Egresado Universitario en la carrera de arquitectura, ingeniería civil o afines",60,,,1130.0,"Elaborar diseños en AutoCAD o programas similares.
Apoyo en las actualizaciones del sistema QR.
Apoyo administrativo.
Apoyo en la elaboración y diseño de planos para la SGTSV.
Apoyo en realizar visitas de inspección.
Otras actividades designadas por el jefe inmediato.",Sub Gerencia de Transportes y Seguridad Vial,5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-arquitectura-ingenieria-civil-abril-2025-481115.html,2025-04-06 08:00:22,0,456,120,2025-04-06 08:00:22,120,ARQUITECTURA,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,60,MUNICIPALIDAD ALBARRACÍN,2025-04-06 08:00:21
863,456,481115,"Practicante de Arquitectura, Ingeniería Civil",1.0,PROFESIONAL,"Egresado Universitario en la carrera de arquitectura, ingeniería civil o afines",60,,,1130.0,"Elaborar diseños en AutoCAD o programas similares.
Apoyo en las actualizaciones del sistema QR.
Apoyo administrativo.
Apoyo en la elaboración y diseño de planos para la SGTSV.
Apoyo en realizar visitas de inspección.
Otras actividades designadas por el jefe inmediato.",Sub Gerencia de Transportes y Seguridad Vial,5,2025-04-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-albarracin-arquitectura-ingenieria-civil-abril-2025-481115.html,2025-04-06 08:00:22,0,456,460,2025-04-06 08:00:22,460,INGENIERÍA CIVIL,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,60,MUNICIPALIDAD ALBARRACÍN,2025-04-06 08:00:21
864,457,481098,"Practicante de Arquitectura, Ingeniería Civil",1.0,PRE-PROFESIONAL,Estudiante como mínimo dos últimos años de estudios en las carreras universitarias en Arquitectura o Ingeniería Civil,62,,Conocimientos de Ofimática nivel básico.,1130.0,"Revisión, evaluación técnica y administrativa de los procedimientos establecidos en la normativa vigente referidos a constancia de posesión, compatibilidad de uso, certificado de numeración, certificado catastral, ficha catastral y demás procedimientos establecidos en el TUPA.
Realizar visitas e inspecciones técnicas, para atención de tramites de lo ameriten.",Sub Gerencia de Planeamiento Urbano y Catastro,5,2025-04-08,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-tacna-arquitectura-ingenieria-civil-abril-2025-481098.html,2025-04-06 08:00:22,0,457,120,2025-04-06 08:00:23,120,ARQUITECTURA,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,62,MUNICIPALIDAD DE TACNA,2025-04-06 08:00:22
